Week,Day,Concept,Task,Level,Confidence,Completed,Instructions
6,2,CSS Frameworks & Intro to Programming: How to Make A Website With Tailwind CSS,Complete the 'How to Make a Website with Tailwind CSS' challenge and paste the URL of the website at the last column (https://github.com/FatmaHusni/grocify.git),Beginner,9-10,TRUE,Update FALSE to TRUE in the COMPLETED column
