Week,Day,Concept,Task,Level,Confidence,Completed,Instructions
8,3,JavaScript Core 2: JavaScript - Numbers & Strings,Study the Numbers and Strings module and practice,Beginner,6-10,TRUE,Update FALSE to TRUE in the COMPLETED column
