Week,Day,Concept,Task,Level,Confidence,Completed,Instructions
7,4,JavaScript Core 1: JavaScript - Functions 1,Study the Functions 1 module and practice,Beginner,7-10,TRUE,Update FALSE to TRUE in the COMPLETED column
